movieId,title,genres,director,plot_keywords,title_cast_short
1406,la cérémonie (1995),crime drama mystery thriller,ruthrendell,family massacre miniskirt provincial life rich couple,isabellehuppert sandrinebonnaire jean-pierrecassel
1407,scream (1996),comedy horror mystery thriller,kevinwilliamson,slasher serial killer masked killer mystery killer,drewbarrymore rogerjackson kevinpatrickwalls
1408,"last of the mohicans, the (1992)",action romance war western,jamesfenimorecooper,based on novel colonial america seven years' war woman in jeopardy,danielday-lewis madeleinestowe russellmeans
1409,michael (1996),comedy drama fantasy romance,peterdexter,reporter archangel michael angel road trip,johntravolta andiemacdowell williamhurt
1410,"evening star, the (1996)",comedy drama,robertharling,texas death family relationships sequel to best picture winner,shirleymaclaine billpaxton juliettelewis
1411,hamlet (1996),crime drama romance,williamshakespeare,shakespeare play ghost gertrude character ophelia character,rizabbasi richardattenborough davidblair
1412,some mother's son (1996),drama,terrygeorge,lord briton catholic priest death by starvation,helenmirren fionnulaflanagan aidangillen
1413,"whole wide world, the (1996)",drama,novalynepriceellis,corn stalk courtship friendship writer,vincentd'onofrio renéezellweger annwedgeworth
1414,mother (1996),comedy,albertbrooks,triangulation narcissism blonde stereotype reference to 2001 a space odyssey,paulcollins lauraweekes albertbrooks
1415,"thieves (voleurs, les) (1996)",crime drama romance,andrétéchiné,older woman younger woman lesbian relationship singing in a car lesbian kiss lesbian,catherinedeneuve danielauteuil laurencecôte
1416,evita (1996),drama musical,timrice,argentina actress politics military,madonna antoniobanderas jonathanpryce
1417,"portrait of a lady, the (1996)",drama,henryjames,based on novel close up of eyes period drama american,nicolekidman johnmalkovich barbarahershey
1420,message to love: the isle of wight festival (1996),documentary,murraylerner,performance isle of wight island england,iananderson joanbaez martinbarre
1422,murder at 1600 (1997),crime drama mystery thriller,dianelane,african american police officer coverup dead body with eyes open,wesleysnipes dianelane danielbenzali
1423,hearts and minds (1996),drama,ralphziman,lusaka zambia racist police african national congress,dannykeogh patrickshai seputlasebogodi
1424,inside (1996),action,arthurpenn,prisoner political prisoner apartheid retribution,nigelhawthorne ericstoltz louisgossettjr.
1425,fierce creatures (1997),comedy,robertyoung,zoo black comedy father son relationship father and son played by same actor,johncleese jamieleecurtis kevinkline
1426,zeus and roxanne (1997),children,tombenedek,animal character names as title dolphin dog single parent,steveguttenberg kathleenquinlan arnoldvosloo
1427,turbulence (1997),action thriller,jonathanbrett,airplane pilot shootout stewardess,rayliotta laurenholly brendangleeson
1428,angel baby (1995),drama,michaelrymer,love therapy female frontal nudity male frontal nudity,johnlynch jacquelinemckenzie colinfriels
1429,first strike (police story 4: first strike) (ging chaat goo si 4: ji gaan daan yam mo) (1996),action adventure comedy thriller,gregmellott,frame up fourth part hero australia,jackiechan jacksonlou anniewu
1430,underworld (1996),comedy thriller,rogerchristian,one word title psychological drama mass murder massacre,denisleary joemantegna annabellasciorra
1431,beverly hills ninja (1997),action comedy,markfeldberg,slowness ninja ship wreck murder,chrisfarley nicollettesheridan robinshou
1432,metro (1997),action comedy crime drama thriller,randyfeldman,hostage chase police officer gunfight,eddiemurphy kimmiyori artevans
1433,the machine (1994),horror sci-fi thriller,françoisdupeyron,title same as book scientist as protagonist mad scientist france,gérarddepardieu nathaliebaye didierbourdon
1434,"stranger, the (1994)",action,chrisfrieri,dwarf surrealism serial killer chimpanzee,carlaanderson alanapple robertclayton
1437,"cement garden, the (1993)",drama,andrewbirkin,brother sister incest basement corpse brother sister sex,andrewrobertson charlottegainsbourg alicecoulthard
1438,dante's peak (1997),action thriller,lesliebohem,volcano mayor lava volcanologist,piercebrosnan lindahamilton jamierenéesmith
1439,meet wally sparks (1997),comedy,harrybasil,television talk show conservative crude humor governor,rodneydangerfield debimazar davidogdenstiers
1440,amos & andrew (1993),comedy,e.maxfrye,kidnapping character names as title surnames as title police,samuell.jackson michaellerner margaretcolin
1441,benny & joon (1993),comedy romance,barryberman,brother sister relationship siblings living together sibling love,johnnydepp marystuartmasterson aidanquinn
1442,prefontaine (1997),drama,stevejames,watching tv oregon long distance runner runner,jaredleto r.leeermey edo'neill
1443,"tickle in the heart, a (1996)",documentary,thomaskufus,klezmer,harrietgoldsteindarr juliusepstein maxepstein
1444,guantanamera (1994),comedy,tomásgutiérrezalea,funeral procession satire cuba one word title,carloscruz mirtaibarra jorgeperugorría
1445,mchale's navy (1997),comedy war,petercrabbe,1990s island terrorist captain,tomarnold deanstockwell debramessing
1446,kolya (kolja) (1996),comedy drama,paveltaussig,paper marriage gold digger marriage for money promiscuity,zdeneksverák andreykhalimon libusesafránková
1447,gridlock'd (1997),crime,vondiecurtis-hall,murder of an asian woman murder of a pregnant woman pregnancy buddy cop,timroth tupacshakur thandienewton
1448,fire on the mountain (1996),documentary,bethgage,f rated u.s. army world war two,jerryarchbold fritzbenedict billbowerman
1449,waiting for guffman (1996),comedy,christopherguest,mockumentary eyeglasses cringe comedy missouri,deborahtheaker michaelhitchcock scottwilliamson
1450,prisoner of the mountains (kavkazsky plennik) (1996),war,arifaliev,russian soldier caucasus chechnya slave labor,olegmenshikov sergeybodrov jemalsikharulidze
1453,"beautician and the beast, the (1997)",comedy romance,toddgraff,dictator beautician female protagonist mistaken identity,frandrescher timothydalton ianmcneice
1454,suburbia (1997),comedy drama,ericbogosian,pubic hair male pubic hair male nudity public nudity,jaycebartok amiecarey nickykatt
1455,hotel de love (1996),comedy romance,craigrosenberg,twin party flashback elevator,adenyoung saffronburrows simonbossell
1456,"pest, the (1997)",comedy,davidbarkatz,manhunt scottish mafia scottish mob scotsman,johnleguizamo jeffreyjones freddyrodríguez
1457,fools rush in (1997),comedy drama romance,joantaylor,elvis presley character elvis impersonator marriage one night stand,matthewperry salmahayek jontenney
1458,touch (1997),drama fantasy romance,elmoreleonard,one word title male objectification male nudity nudity,llcoolj ginagershon conchataferrell
1459,absolute power (1997),mystery thriller,genehackman,murder death of wife death car over a cliff,clinteastwood genehackman edharris
1460,that darn cat (1997),children comedy mystery,gordongordon,cigar smoking revenge tire iron knocked out,christinaricci douge.doug deanjones
1461,vegas vacation (national lampoon's las vegas vacation) (1997),comedy,elisabell,slapstick comedy airplane singing in a car reference to the beach boys,chevychase beverlyd'angelo randyquaid
1462,unforgotten: twenty-five years after willowbrook (1996),documentary,jackfisher,independent film,dannyaiello geraldorivera bernardcarabello
1463,that old feeling (1997),comedy romance,lesliedixon,breakup sex in a car honeymoon elopement,bettemidler dennisfarina paulamarshall
1464,lost highway (1997),crime drama fantasy film-noir mystery romance,davidlynch,surrealism doppelganger strong sexual content graphic violence,billpullman patriciaarquette johnroselius
1465,rosewood (1997),action drama,gregorypoirier,pseudohistory train station african american lynch mob,jonvoight vingrhames doncheadle
1466,donnie brasco (1997),crime drama,josephd.pistone,mafia fbi fbi agent money,alpacino johnnydepp michaelmadsen
1467,salut cousin! (1996),comedy drama,merzakallouache,female neighbor reference to algeria suitcase falling in love,gadelmaleh messaoudhattau magalyberdy
1468,booty call (1997),comedy romance,takashibufford,jack russell terrier micro mini sex in a hospital bed garter belt,jamiefoxx tommydavidson amymoniquewaddell
1470,rhyme & reason (1997),documentary,b-real,rap,b-real kurtisblow dabrat
1471,boys life 2 (1997),drama,markchristopher,gay compilation gay interest sketch comedy,michaelsaucedo justinurich travissher
1472,city of industry (1997),crime thriller,kensolarz,revenge heist sex scene bare breasts,harveykeitel stephendorff timothyhutton
1473,best men (1997),action comedy crime drama,artedlerbrown,reference to william shakespeare title directed by female best man reference to shakespeare's hamlet,deancain andydick seanpatrickflanery
1474,jungle2jungle (a.k.a. jungle 2 jungle) (1997),children comedy,hervépalud,jungle remake close up of mouth native american culture,timallen martinshort jobethwilliams
1475,kama sutra: a tale of love (1996),romance,helenakriel,seduction underwater photography massage folk dancing,indiravarma saritachoudhury ramontikaram
1476,private parts (1997),comedy drama,howardstern,1970s public nudity pubic hair female pubic hair,howardstern robinquivers marymccormack
1477,love jones (1997),romance,theodorewitcher,love sex cult film ex boyfriend,larenztate nialong isaiahwashington
1479,"saint, the (1997)",action romance sci-fi thriller,lesliecharteris,knights templar russophobia propaganda cranberry,valkilmer elisabethshue radeserbedzija
1480,smilla's sense of snow (1997),drama thriller,peterhøeg,snow female protagonist character name in title f rated,jensjørgenfleischer juliaormond aggaolsen
1482,"van, the (1996)",comedy drama,roddydoyle,exploitation business van friendship,colmmeaney donalo'kelly gerryan
1483,crash (1996),drama thriller,j.g.ballard,car crash accident victim sexuality bisexuality,jamesspader hollyhunter eliaskoteas
1484,"daytrippers, the (1996)",comedy drama mystery romance,gregmottola,road movie letter party thanksgiving,stanleytucci hopedavis patmcnamara
1485,liar liar (1997),comedy,paulguay,birthday wish obscene finger gesture female stockinged feet pantyhose,jimcarrey mauratierney justincooper
1486,"quiet room, the (1996)",drama,rolfdeheer,children's music song seven year old vow of silence,celineo'leary paulblackwell chloeferguson
1487,selena (1997),drama musical,gregorynava,singer tejano latin music marriage,jenniferlopez jackieguerra constancemarie
1488,"devil's own, the (1997)",action drama thriller,kevinjarre,terrorist murder police officer northern ireland,harrisonford bradpitt margaretcolin
1489,cats don't dance (1997),animation children musical,markdindal,celebrity caricature cat hollywood child star,scottbakula jasmineguy nataliecole
1490,b*a*p*s (1997),comedy,troybyer,neo screwball comedy restaurant millionaire nephew,halleberry martinlandau ianrichardson
1493,love and other catastrophes (1996),romance,yaelbergman,date night love triangle sexual reference student,mattday matthewdyktynski alicegarner
1495,turbo: a power rangers movie (1997),action adventure children,davidwinning,shared universe supervillain 1990s power rangers,jonsimanton kaidoi gregcollins
1496,anna karenina (1997),drama romance,leotolstoy,character name as title anna karenina character saint petersburg russia count,sophiemarceau seanbean alfredmolina
1497,double team (1997),action,donjakoby,opens with a car chase car explosion two word title time bomb,jean-claudevandamme dennisrodman mickeyrourke
1498,inventing the abbotts (1997),drama romance,suemiller,1950s sex scene female frontal nudity working class,joaquinphoenix billycrudup willpatton
1499,anaconda (1997),action adventure thriller,hansbauer,butt snake boat anaconda,jenniferlopez icecube jonvoight
1500,grosse pointe blank (1997),comedy crime romance,tomjankiewicz,long range rifle range time bomb man wears eyeglasses,johncusack minniedriver alanarkin
1501,keys to tulsa (1997),crime,brianfairberkey,dysfunctional family stripper based on novel neo noir,ericstoltz jamesspader deborahkaraunger
